text,label
小姐姐 已经 奔 三 越来越近 了 ～ [ doge   恭喜 你 啊 ～ 三十 大寿 我 一定 给 你 大 摆 宴席 🎂 🎁 🎊 🎉 🎈 🎁 🎊 🎉 🎈 哈哈哈 哈哈哈 祝好 ～   ​,1
啊 哈哈 纪念 一下 自己 人生 中 第一次 输液 可 紧张 啦 ， 输液 之前 想 起来 看过 的 很多 医疗 方面 的 案例 ， 蠢蠢 地问 护士 姐姐 ： “ 您 要 给 我 皮试 吗 ？ ” 然后 输完 了 看到 血液 回流 ， 半 输液管 都 是 我 的 血 [ 泪 ] 吓 得 旁边 的 小 哥哥 目瞪口呆 [ 笑 cry ] 好 啦 好 啦 ， 终于 找到 病根 ， 快快 好 起来 吧 ～ 我要 去 看 火锅 ， 吃海鲜 ！ ！ ！ 🌻   ​,0
哈哈   宝贝   你 太 可爱 了   吃 拳头 吃 睡着 了   { % 苒 瞳 DeL 的 秒 拍 视频 % }   ​,1
{ %# 鹿晗 #% }     其实 昨天 就 到 了 然后 今天 才 回 学校 [ 允悲 ] 坐 了 一夜 火车 然后 接到 电话 还 瞬间 爬起来 下 六楼 冒雨 去 拿 是不是 感天动地 [ 允悲 ] 超级 喜欢   小鹿 先生 专辑 的 质量 咔 咔 的 [ good ] 跟 室友 讲 是 压缩饼干 她 居然 信 了 哈哈哈哈 哈哈哈   ​,1
一吃 西北 菜 就让 我 想到 新疆 的 尕 胡鸡 ， 亚中 的 宫保鸡 丁 盖浇饭 ， 每次 翻 院墙 跑 到 北附 后面 的 一户 维族 人家 开 的 小 菜馆 里面 的 丁丁 炒面 烤羊肉串 烤 馕 炒 米粉 也 是 无敌 ， 还有 那个 拌面 ， 那个 味道 啊 ， 歪日特 ， 简直 了 ， 然后 再 喝 一次 西域 春 哈哈哈 说 那么 多 so 到底 啥时候 回去 呢 [ 二哈 ] 今日 份 打卡 嘟 啊 嘟 啊 嘟 [ NO ]   ​,1
本 女友 粉 表示 对 他 很 放心 ， 想想看 之前 周洁琼 导师 的 那次 他学 了 个 顶 胯 回来   这次 他 这个 人类 观察员 怕 是 会 学个 内衣 外穿 回来 哈哈哈哈 哈哈哈 不过 希望 你 早点 休息 乖乖 的 哦   ​,1
{ %# 赵丽颖 #% }   喜欢 的 不是 → _ → 小猪 佩奇 ， 是 我们 颖 宝带 过 的 小猪 佩奇 ， 这 就 不 一样     ， 然后 当然 还要 拉 一个 银陪 着 我 一起 社会     哈哈哈 哈哈     [ 抱抱 ] [ 抱抱 ] [ 抱抱 ] [ 抱抱 ]   ​ ​ ​,1
大家 好   我 是 空中 小 飞人 [ 允悲 ] [ 允悲 ] [ 允悲 ] 我 就 想 看看 啥时候 能到 100%       额 ， 腰 有点 疼       哈哈哈哈 哈哈哈哈 。   ​,1
今天 去 看花了 [ 允悲 ] [ 允悲 ] 渣 像素 渣 像素 没有 加 滤镜 完全 是因为 懒 哈哈哈 哈哈   ​,1
其实 之前 就 有 在 玩 荒野 行动 全新 版本 ， 所以 新 版本 的 改变 我 应该 是 比较 了解 的 。 除了 画面 提升 ， 出 了 新 地图 之外 ， 这次 加入 了 好多 新 玩法 ， 比如 爬 水管 和 水下 战斗 ， 不过 我 还是 比较 喜欢 骚 操作 ， 足球场 侧 方位 停车 什么 的 哈哈   ​,1
哈哈 ！ 萌萌 的 小 雅雅 ！   { % 李碧晶 sakura 的 秒 拍 视频 % }   ​,1
趁 天黑 前 逛 完德 基要 回 杭州 啦 ～ 明天 还要 试样 衣 这件 被 我 淘汰 掉 的 小黑裙 自己 穿穿 了 ～ 无比 显瘦 ！ 就是 黑色 太 成熟 太 性冷淡 风 了 怕 你们 不 喜欢 就 没出 [ 吃瓜 ] 不过 是 我 的 私服 风格 哈哈哈哈 ！ 显高显 瘦 又 遮肉 [ 笑 而 不语 ] 哈哈哈 跟 小猪 佩奇 好配 ！ 最后 两张 会动 的 ！   ​,1
哈哈 ， 下过 雨 的 下 傍晚   ​,1
画 了 天依 啊 哈哈哈 ！ 不 知道 烧出来 啥样 。 [ 允悲 ]   ​,1
{ %# 金希澈 #% }   哈哈哈哈 哈哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 不 知道 你澈 看 了 会 哭 还是 会笑 [ 允悲 ]   ​,1
招猪 大法 ！ 哈哈哈 哈哈哈 { % 猫 胖 视频 的 秒 拍 视频 % }   ​,1
表白 我 仙女 瑜   每次 都 能 发现 我 不 一样 的 美   夸得 我 这么 个 谦虚 的 人 都 有点 飘飘然 了   （ 哈哈哈   臭 不要脸 是 我 本人 了 ）   不要 问 我 为什么 发 的 是 自己 的 照片   我 是 不会 告诉 你 这 是 我 🧚 ‍ ♀ ️ 🐟 给 我 拍 的   ​,1
关于 大家 问 的 一个 问题 ， 我 和 nanyou 聊天 聊到 ， 我们 很想 呐喊 ， 不是 我们 有钱 ， 只是 我们 都 把 血汗钱 用来 买 衣服 了 [ 微笑 ] 哈哈哈 哈哈   ​,1
儿子 只 和 妈妈 亲 ， 爸爸 暴吃 飞醋 ！ 哈哈   { % 东北 弟弟 神吐槽 的 秒 拍 视频 % }   ​,1
大力 我们 定 了 一间 海景 轰 趴 民宿 ， 窗外 就是 奥帆 基地 ⛵ 出门儿 就是 五四 广场 ， 刚到 这儿 的 时候 太 满意 了 ！ 就是 一 开始 怕 被 牧童 发现 ， 所以 拍 了 照片 儿 都 没敢 发 哈哈哈 哈哈 ！ ！ ！ 越来越 爱 一群 人 住在一起 ， 创业 的 路上 有 这样儿 可以 同频 的 朋友 太 幸运 [ 心 ]     ​ ​ ​ { %# 带 着 微博去 旅行 #% } { %# 遇见 春光 #% }   { % 青岛 · 奥帆 中心 % }   ​,1
{ %# 邓紫棋 #% } { %# 邓紫棋 queen _ of _ hearts 世界 巡回演唱 会 #% }   解解 这个 手势 应该 是 让 我们 一起 大合唱 喜欢 你 啦 ， 哈哈 ~   ​,1
一团和气 撸 苗苗 👇 🏻 结果 她 把 苗苗 撸 的 太 放松 在 她 手上 尿 了 哈哈哈哈 啊 哈哈哈哈 哈哈哈哈 落荒而逃 去 洗手 的 李静文 [ doge ]   ​,1
{ %# 这 就是 街舞 #% } { %# 袋鼠 陈政诣 #% }   给 我 投票 吧 。 哈哈哈 哈哈哈 哈哈哈   ​,1
泡椒 鳝鱼 ， 第一回 整 ， 味道 还 可以 哟 ， 哈哈哈 就是 卖相 差点儿 ， 终于 吃 到 了 ， 心心念念 了 好久 ， 再配 个 汤 ， 感觉 可以 吃 三碗 饭 [ 挤眼 ] [ 挤眼 ] [ 挤眼 ]   ​,1
讲 白居易 是 怎么 描写 杨贵妃 和 唐玄宗 的 ， 俨然 一副 古代 小 yellow 文 的 赶脚 。 “ 白居易 绝对 是 宅 男 ， 抠 脚 大汉 ， 成天 瞎 YY ” 哈哈哈哈 哈哈哈哈 哈哈哈 笑 到 不能 呼吸 ... 真的 太 好笑 了 哈哈哈哈 哈哈哈 哈哈哈   ​,1
刚 看到 一个 姑娘 小跑 着 冲向 她 的 男友 然后 起身 一跃 跨 在 了 男友 的 腰间 两人 拥抱 在 一起 羡慕 [ 晕 ] [ 晕 ] [ 晕 ] 假装 下面 有 配图 哈哈 喝到 了 农大 动科院 自产 的 牛奶 耶 ～ [ 微风 ] [ 微风 ] [ 微风 ] 开心 到 飞起 ～   { % 晋中 · 山西 农业大学 % }   ​,1
  终于 要 见到 洛洛 了 ！ 哈哈哈哈 哈哈哈 哈哈哈 哈哈哈 （ ps ： 有 拿到 图二 两个 数字 的 朋友 吗 ， 一起 去 领 布偶 啊 ～ ）   ​,1
自从 边江 大大 没 在 舞台 我 就 没 怎么 看 这个 综艺 了   之前 一直 以为 这 是 给 幕后 配音 的 一个 舞台   后来 是 我 曲解 了 吧 原来 是 配音演员   不得不 说 他们 的 配音 台词 功底 也 确实 很 厉害   被 赵 立新 的 配音 圈粉 了 [ 污 ] 最近 觉得 没有 喜欢 的 综艺 于是 转战 看 动漫 了   哈哈 前段时间 我 找到 了 一个 非常 好用 的 看 英美 剧 的 app   可 把 自己 厉害 坏 了   ​,1
{ %# 辽篮 必胜 #% }   来 吧 😁 哈哈哈哈   ​,1
哈哈哈 哈哈哈 哈哈哈 哈哈哈 为什么 这个 破解 软件 打开 有 这么 动感 的 bgm [ 允悲 ] [ 允悲 ] [ 允悲 ] [ 允悲 ] [ 允悲 ] [ 允悲 ] [ 允悲 ]   { % 合法 恶犬 的 秒 拍 视频 % }   ​,1
哈哈 ， 太逗 了 ， 差点 被 猫 打成 植物 鱼 { %# 来 与 本王 一起 乐 起来 #% } { %# 搞笑 的 名义 #% }   { % 江湖 段王爷 的 秒 拍 视频 % }   ​,1
趣味 相投 也好 ， 臭味相投 也罢 ， 能 遇到 个 能 随时 陪 自己 去 疯 的 人 那 就 一定 是 三生有幸 ， 一起 狂吼 喊麦 ， 嘻嘻哈哈 的 开着 玩笑 ， 最 适合 的 朋友 ， 即使 很 久 不见 ， 坐下 来 就 能 一起 吃火锅 ， 问好 也 不 需道 ， 撸 起 袖子 边 涮 肉边 说 我 跟 你 讲 啊 ， 仿佛 不过 是 昨天 。   ​,1
其实 每次 发 照片 不 知道 说 什么 挺 尴尬 哈哈哈   ​,1
最近 一 阶段 有 三件 事 都 有着 对应 三句 清晰 的 话语 的 引导 ， 嘻嘻 嘻 ， 享受 神 引导 的 喜乐 吧 ！ 感谢 我 的 主 ， 一定 要 记录 一下 [ 太 开心 ] [ 太 开心 ] [ 太 开心 ] 我要 背着 说 ， 哈哈哈 ~ 1 . 因为 高举 非 从 东来 ， 也 非 从 西来 ， 唯有 耶和华 使 这人 升高 ， 使 那 人 降卑 。 2 . 耶和华 所赐 的 福使 人 富足 ， 并且 不 加添 忧虑 。 3 . 你 当 竭力 在 神 面前 得 蒙 喜悦 ， 作 无愧 的 工人 ， 按着 正意 分解 真理 的 道 。 阿 们 ！ 哈利 路亚 ！ [ 挤眼 ] [ 挤眼 ] [ 挤眼 ],1
从 杭州 回 黄山 最想 去 的 就     贤和庄   然后 终于 今天 去 了   哈哈 哈哈哈 还 打电话 问问 需不需要 提前 定位 结果 接电话 的 小 哥哥 说 不用 只要 你 来 就行了 小 哥哥 也 是 很 可爱 [ 二哈 ] [ 二哈 ] [ 二哈 ]   { % 黄山 · 黎阳 in 巷 % }   ​,1
休息日   不 打卡 谢谢 J 的 海底 捞 之 旅   下次 下次   大家 再 一 起来 一 波昂   还有 兔子 的 星巴克 之旅   哈哈哈 哈哈哈   ​,1
    一起 看 完 { %# 驼铃 传奇 #% }   去 星辰 拿 总社 的 导游 旗     旗子 被 别人 拿走     这娃 坐人 家门口 不 走 了     哈哈     顺路 安慰 下 请 娃 吃 个 串串     不用谢 [ 挤眼 ] [ 挤眼 ]   ​,1
也 是 超级 忙 的 一周 周密 吃 了 披萨 ， 可能 是 涨肉 的 周末 最近 面包 是 朴素 风 ， 好吃 到 没准 没 朋友 了 羊 买 的 酸奶 只有 两个 。 两个 。 烨 烨 的 生日蛋糕 🍰 运动会 的 准备 还有 一个 星期 ！ 过 了 这个 星期 我 就是 大佬 ！ 睡 死 在 家里 吧 哈哈哈 哈哈   ​,1
哈哈哈 哈哈 ！ 一个 孙子 嫌 不够 ， 两个 成 双 。 [ 笑 cry ] [ 笑 cry ] [ 笑 cry ]   { % 日本 · 新宿 駅 ・ Ｊ Ｒ ／ 山手線 % }   ​,1
哈哈哈哈 哈哈哈哈 像 小孩儿   { % 恬韵 韵韵韵 WZ 的 秒 拍 视频 % }   ​,1
睡午觉   睡午觉   心情 不好 的 时候 睡午觉   。 哈哈哈 哈哈哈   { % 深圳 % }   ​,1
哈哈哈 哈哈哈 哈哈哈     厂外 指导   ​,1
日常 发神经 哈哈哈   可怜 的 朋友 们     ​,1
杭州 酝酿 了 两天 的 雨 终于 在 我们 选择 晚上 出门 的 时候 下 了 起来 有 伞 的 我们 现在 也 湿 的 差不多 了 [ 二哈 ] 分享 我 的 塑料 姐妹 们 哈哈哈 [ ok ]   { % 杭州 · 下沙 街区 % }   ​,1
哈哈 ， 这个 期望 有点 高 [ 允悲 ] [ 允悲 ]   { % 只言布语 的 秒 拍 视频 % }   ​,1
我 今天 居然 错过 了 xgg 发 的 朋友圈 ， 他家 猫 也 太 可爱 了 ， 严肃 的 小 表情 让 人 特别 想 捏 ， 感觉 xgg 每天 都 过 得 相当 佛系 了 一会儿 把 他 备注 改成 佛系 小 哥哥 哈哈哈   ​,1
{ %# 毕雯珺 #% }   💙   { %# 毕雯珺 未来 可期 #% }   — — — — —   ☆   — — — — — 就 这样   莫名其妙 地 爱上你 你 的 微笑   我 陷入 昏迷 翻来覆去   找 不到 逻辑 心跳 的 声音 带 我 慢慢 靠近 — — — — —   ☆   — — — — — p . s . 天天 刷抖音 有点 中毒 哈哈哈 图源 见 水印 ～   ​,1
{ %# 加油 吧 威基基 #% } 秀雅 对斗植 动心 ， 前 一秒 嫌弃 ， 后 一秒 觉得 可爱 有 魄力 ， 哈哈 快 来看 看吧   { % 逗 B 无 节操 的 秒 拍 视频 % }   ​,1
写生 就是 换个 地方 耍 哈哈哈哈 哈哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈   { % 凯里市 % }   ​,1
哈哈哈哈 破案 了 😂   { % fcj 要 隐居 了 的 秒 拍 视频 % }   ​,1
哈哈哈哈 疯 了 ， 我 住 的 小区 外面 的 便利店 有放 游戏机 ， 就 想起 以前 上班 时候 单位 附近 也 有 每天 吃 完 午饭 就 和 同事 玩 到 上班 。 今天 我 大概 是 小区 里 最 受欢迎 的 姐姐 了 吧 ， 出钱 和 小朋友 玩 拳王 玩到 我 女友 不得不 来 逮 着 我 回家 。 还 和 小朋友 约 好 周末 见 英文 听写 拿 满分 [ 心 ]   ​,1
天 啊 小姑娘 太有 爱 了 因为 没 柠檬 了   我们 临时 换 了 饮料 我 和 两个 漂亮 小妹妹 说 不用 给 我 退钱 了 结果 他们 多 做 了 一杯 送给 我们 太 善良 了 [ 泪 ] [ 泪 ] [ 泪 ] [ 泪 ] 但是 钢铁 直 男 还是 拒绝 了 哈哈哈哈   ​,1
看 《 水月 洞天 》 里 说 尹仲活 了 五百多年 ， 早就 是 不 死 之身 ， 然后 弹幕 说 “ 那 如果 把 他 的 头 砍掉 ， 他 死 不 死 呢 ？ ” 我 哈哈哈 哈哈哈 哈哈哈 哈哈哈 哈哈哈 ， 哈哈哈 哈哈 ？   ​,1
「 搞笑 贴 」 最烦 遇到 这样 挡路 的 人 ， 哈哈哈 哈哈 最后 真的 好 贱 又 好爽 ！   { %# 搞笑 #% }   ​ ​ ​ ​,1
用银泰 积分换 了 个 365 会员 [ 太 开心 ] 好多 店 可以 打折 下次 回 杭州 请 喊 我 逛街 [ 可爱 ] [ 可爱 ] [ 可爱 ] 本来 只 买 到 了 七点 半回 上海 的 车票 ， 到 站 路过 某 检票口 发现 伊吹 从 南昌 回来 的 fuo 车 正好 路过 开始 检票 赶紧 溜 上车 把 包包 丢 给 伊吹 拿 ！ 哈哈哈哈   ​,1
女朋友 生气 的 原因 是 什么 … 评论 笑 死 我 了 … 有个 男生 说 因为 刷碗 没有 顺时针 方向 哈哈哈哈 … 简直 丧心病狂 …   { %# 搞笑 #% }   ​,1
哈哈哈哈 ， Autodesk   给 我司 发邮件 说 检测 到 我 司用 破解版 的   CAD 、 3ds   Max   ， 现在 大家 只能 脱机 画好 图 保存 ， 关掉 软件 再 联网 传出去 。 还好 U3d   个人版 是 年收入 20w 以下 公司 可用 ， 不然 真是太 惨 ( 东北 的 春天 终于 要来 了 ) 。   ​,1
现在 出去玩 越来越 开心 啦 [ 污 ] { %# 遇见 春光 #% } { %# 我 的 这颗 少女 心 #% }   今天 抓到 了 两只 熊 一只 海豹 一个 史迪仔 钥匙扣 一个 粉红 豹 钥匙扣 哈哈哈 人生 啊 真是 喜怒无常 呢 [ doge ]   { % 西安 · 丈八沟 街区 % }   ​,1
{ %# 我 和 它 的 故事 #%     基友家 的 猫猫 特别 可爱 ， 软萌 小 公主 当然 ， 有时候 脑 抽 也 会 做出 一些 奇怪 的 举动 有 一次 小 公主 不 知道 为什么 一直 往 瓶子 里 钻 可能 是 想 证明 自己 是 一种 液体 ？ 神奇 的 是 她 居然 成功 了 ？ ！ 没有 后续 [ 微笑 ] 我 基友 拯救 了 她 [ 笑 cry ] 哈哈哈 哈哈哈 真滴 可爱 ( ๑ •   .   • ๑ ) 还好 是 养 在 基友 家里 否则 我 可能 会 把 她 撸 到 掉 毛 [ 允悲 ],1
【 49 】 雷瓦   女士 电动 剃毛器 ， 别 再 毛手毛脚 的 啦 ~ ~ ~ 自己 去 剃 毛 吧 ~ 哈哈哈   ​,1
今天 是 休息 的 一天 但是 晚上 还要 和 老爹 一起 扒个 舞 大后天 还要 再 准备 个 特殊 节目 ， 不过 我 只是 嘉宾 哈哈哈哈 哈哈哈 哈哈哈 大家 可以 猜猜 主角 ！ 还有 ！ 最近 是 真的 特别 累 ， 所以 就 打算 放个 “ 伤照 ” 吓唬 吓唬 大家 啦 周末 愉快 ！ 【 还是 怕 图片 恶心 ， 所以 就 打个 码加个 滤镜 糊掉 点 了 [ 允悲 ] [ 允悲 ] [ 允悲 ] [ 允悲 ] [ 允悲 ] [ 允悲 ] 】,1
啊 哈哈哈哈 潘老師 給力 啊 不是 才 說 完一個 人蠻 開心 嗎 這 求生 慾 怎麼 回事 ！ ！ ！ ！ ！ 你 ❤ ️ 姐 沒 看到 的 Beyonce 你 潘 穿給 你 看 啊 哈哈哈 自爆 潘現 在 不 允許 任何 一點點 誤會 了 哦 行行行   是 巧合 我們 懂 啊 哈哈哈哈 哈哈哈哈 哈哈哈   ​,1
生活 昕 之 购物 篇 ！ … … 哈哈 ， 没想到 我 这个 时间 出来 更新 吧 ， 时差 弄 得 我 好 疯 哈哈哈 ， 但是 内容 都 是 干货 哟 ， 拿 去 嗨   生活 昕 之 购物 篇 ！ … … 哈哈 ， 没想到 我 这个 时间 出 ... （ 想 看 更 多 ？ 下   这是 一个 鼓动 人 花钱 的 APP   ​,1
{ %# 张艺兴 #% } { %# 张艺兴 极限 挑战 #% }   期待 今晚 的 极 挑 第四季     哈哈哈 重温 下 第一季 搞笑 片段 [ 笑 cry ] [ 笑 cry ] [ 笑 cry   { % 小绵羊 和 长颈鹿 的 秒 拍 视频 % }   ​,1
偶尔 也 会 放下 小猪 佩奇 ， 转身 做 一个 Hello   Kitty 娘炮 ！ 忘却 江湖 社会 功 与 名 的 我 也 太 甜 了 吧 ！ 啊 ？ 哈哈哈哈 哈哈哈哈 哈哈哈 [ 兔子 ]   ​,1
{ %# 兔子 #% }   我 觉得 大 毛   就是 那种 吃 可以 解决 一切 的 🐰   小毛   还是 挺 有 自己 原则 的   哈哈哈 [ 嘻嘻 ]   { % 毛毛 兔 的 姐姐 的 秒 拍 视频 % }   ​,1
继立青 老师 之后 又 一位 粉丝 头子 李荣浩 老师 ZQSG   ZQSG   真滴 好 可爱 啊 哈哈哈 哈哈哈 [ ok ]   ​,1
哈哈哈 秀得 飞起 ~   ​,1
一个 人租辆 电动车 . 环岛 转悠 . 然后 再 去 海鲜 市场 买个 榴莲 . 买点 海鲜 回来 让 餐厅 加工 . ！   晚上 再 去 嗨 吧 嗨 一下 . 不要 太爽 . 哈哈哈 ！   { % 北海 · 涠 洲 岛 （ 商圈 ） % }   { % Marong _ MR 的 秒 拍 视频 % }   ​,1
[ 心 ] 短时间 内 不想 再 吃 虾 了 ， ps 我 也 是 有 狗 的 人 了 哈哈哈哈 ， 人森 圆满 （ 如果 不用 加班 就 更好 惹 ）   ​,1
看 直播 参与 互动 抢 辽篮 签名 照 ！ 三郎家 老板 拿出 照片 的 时候 感觉 心 都 在 滴血 哈哈哈哈 [ 挤眼 ]     ​ ​ ​ 刷 礼物 前三名 还有 香辣 龙虾 尾 哦 ！ 具体 咋 抢 呢 ？ 快 看 直播 吧 ！   { % 沈阳 · 三郎   十三号 篮球 主题 餐厅 % }   ​,1
【 生 了 女儿 后   儿子 这么 惨 ， 为什么 那么 多人 都 愿意 当 女儿 奴 】 ​ 生 了 女儿 后 ， 儿子 都 这么 惨 吗 ？ ？ 这盖 被子 的 区别 真相 了 哈哈哈哈 ​ ​ 以前 重男轻女 ， 现在 男 的 比 女 的 多 那么 多 ， 女生 自然 受到 了 重视 ...   原文 ： { % 生 了 女儿 后   儿子 这么 惨 ， 为什么 那么 多人 都 愿意 当 女儿 奴 ？ ？ % }   （ 分享   ​,1
这 算是 新 的 威胁 吗 ？ 呵呵 。   ​,0
说句 实在话 ， 现在 好 的 日剧 越来越少 了 … 果然 赶时间 拍 出来 的 都 没什么 好 东西 。 嗯 哼 ， 喜欢 日剧 没错 ， 但是 也 是 看 内容 和 质量 的 … 呵呵 哒 [ 拜拜 ] [ 微笑 ] 拉 🐔   ​,0
感觉 快 被 笑 死 ， 呵呵 就算 了 ， 这个 表情 的 再见 ， 难道 不是 父母辈 的 再见 吗 ？ ？ ！ ！ [ 笑 cry ] [ 笑 cry ] ， 真 服气 ～ [ 允悲 ] [ 允悲 ]   ​,0
老沛 把 我 视频 支架 掰断 了 ， 我 立刻 给 她 感受 我 的 杀心 。 她 马上 露出 讨好 的 笑容 跟 我 说 ： 没事 ， 别怕 ， 我家 组装 塑料 的 ， 刚好 你 需要 ， 刚好 我 专业 。 而且 她 还 把 俺 滴 玩偶 衣服 脱 了 呵呵   ​,0
感觉 自己 做人 挺 失败 的 ， 以前 工作 时 感觉 朋友 很多 。 自从 生 孩子 以后 ， 我 才 发现 ， 没 一个 关心 我 的 。 呵呵 ， 可能 是 我 自身 的 问题 吧 。 朋友 不 主动 找 我 ， 我 也 不 主动 找 他们 。 久而久之 ， 在 铁 的 友情 也 经不住 时间 的 考验 。 人 啊 ， 要 适应 孤独 ，   ​,0
刚刚 知道 今天 他 的 孩子 出生 了 ， 想着 前 几个 月 还 在 我 朋友圈 蹦 哒 的 他 ， 还 说 了 一些 什么 什么 的话 ， 呵呵 ， 原来 都 是 假 的 呀 ， 还好 没 相信 ， 有些 人聊 几句 就 知道 三观 合 不合 了 [ 摊手 ] [ 摊手 ] [ 摊手 ]   ​,0
二手 都 这么 贵 [ 允悲 ] 感觉 能 有 个 暗房 太 奢侈 了 [ 泪 ] [ 泪 ] [ 泪 ] ... 呵呵 [ 允悲 ] [ 允悲 ] [ 允悲 ] [ 允悲 ]   ​ ​ ​,0
我 曾经 不管 那么 多人 反对 ， 把 自己 的 一生 都 压 在 你 身上 ， 可是 你 最后 还是 让 我 一无所有 ， 我 的 心 已经 死 了 … … 我 也 没有 资格 和 别人 去 谈 什么 条件 ， 我输 的 是 这 一辈子 的 尊严 ， 可能 就是 太 自信 ， 这回 彻底 输 没 了 ， 也 不用说 什么 有 期待 了 … … 呵呵 … …   ​,0
我 在 学录 这个   看到 后   自告奋勇 说 你们 太笨 了   这个 要 卡住 点儿 ！ 你 看 我 ！ ！ 呵呵 呵   你好 厉害 哦 [ 微笑 ] { % 谢梦 Tse 的 秒 拍 视频 % }   ​,0
呵呵 ！ 这 猪狗 ， 大伙 闲得无聊 的 时候 可以 看看 它 的 发言 ， 这种 五毛 也 是 敬业 得 可以 了     ， 这种 垃圾 发帖 不 需要 审查 吧 ？   ​,0
第一个 集装箱 竟然 是 歪打正着 的 枕头 订单 ， 又 是 最 不想 待见 的 印度 单 。 对于 这种 做事 风格 的 工厂 ， 也 只能 呵呵 呵 。   ​,0
那些 应该 烂 在 血液 里 的 东西 因为 血 的 流动 永远 不会 腐烂 盖 不严     也   捂 不住 还 有些 东西 忍 太久   也 会 藏不住     因为 它 消失 不了 你 觉得 自己 可以 适应   化解 但 事实 是 你 在 欺骗 自己 呵呵   你 选择 视而不见 不 代表 他 不 存在   ​,0
劳资 真 不爽   爱 怎么着 怎么着   我 就是 小心眼 占有欲 强   做 什么 善解人意   都 是 狗屁   重要 个 shi 啊 [ 怒骂 ] [ 怒骂 ] [ 怒 ] 呵呵 呵   ​,0
多 可悲 啊 ， 不会 做饭 了 吐 槽 不会 做 ， 用心 变着 花样 的 做好 了 等 他 评价 只 换来 一句 你 不用 这样 ， 我 也 是 呵呵 了 ， 话不投机半句多 [ 摊手 ]   ​,0
一到 交 Assign 的 时候 群里 就 跟 死 了 一样 po 完 问题 一整天 没 人 说话 也 没 消息 [ 微笑 ] 呵呵 沟通交流 有 障碍 [ 微笑 ]   { % 澳大利亚 · 墨尔本 % }   ​,0
  呵呵 ， 请 看看 我 是 在 什么 情况 下 给 你 发 的 ， 请 不要 断章取义 ！ 还有 就是 我 发现 当时 的 自己 有 多 傻 ， 不过 我 现在 清醒 了 啊 ！ 包括 当时 人家 月 老 第一次 在 我 怀孕 的 时候 ， 你 在 月 老 平台 发帖子 征婚 ， 那个 时候 人家 就要 曝光 你 了 ， 当时 的 我 还 心软 … … 你 比 我 有 心计 ， 我 没有 留 你 那些 丑恶 的 言语 … … 不过 咱们 走着瞧 … …,0
无法 理解 领导 的 喜好 选拔 标准 也 是 这样 吗   呵呵 长得 漂亮   身材苗条   乖巧 懂事 的   就 可以 了 ？ ？ [ 微笑 ] 难道 你 以为 你 在 挑 女朋友 吗 [ 微笑 ]   ​,0
“ 老公 ， 我们 出去 玩吧 ” “ 去 哪儿 ” “ 重庆 ， 厦门 ， 三亚 都行 ” “ 没 时间 ” “ … … 香格里拉 或者 马尔代夫 呢 ” “ 七月 底 再 看 档期 吧 ， 现在 很 忙 ” “ 可是 那个 时候 我 都 准备 开始 工作 了 啊 ， 目前 闲着 ， 就 想 出去玩 一趟 了 回来 好好 上班 ” “ 你 还 想 上班 ？ 上 什么 班 呀 ， 不 上班 ” “ 呵呵 ”   ​ ​ ​,0
看到 一群     那个 辱华 女生 洗地 说 “ 支那 ” 本意 不是 骂人 的 ， 咱先 不 提 这位 说 这话 就是 为了 骂人 ， 就 单说 词语 本源 和 现状 。 尼玛 在 少数民族 里 是 祝福语 ， 你 现在 单 拿出 来说 有人 信 你 是 在 祝福 才 怪 ， 呵呵 。 “ 支那 ” 同样 ， 本源 无不 代表 现在 也 无 ， 拿 着 这个 洗 ， 不如 让 你 美帝 爸爸 不要 自称 美国 人 ， 重新 从 本源 算 欧洲人 吧 。,0
97 岁 的 黄 爷爷 修 了 一辈子 鞋 ， 每天 凌晨 5 点 都 能 在 街角 大榕树 下 看到 他 ， 风雨无阻 。 不 干活 的 时候 ， 黄 爷爷 就 打打 太极 、 扫扫 落叶 和 街坊 们 聊聊天 ， 总是 乐呵呵 的 ， 旁人 不 知道 他 还 需要 照顾 生病 的 儿子 。 爷爷 说 ： “ 只要 身体 好 一年 我 就 会 做 一年 。 ” { % 二 更 视频 的 秒 拍 视频 % }   ​ ​   ​,0
真 tm ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ 因为 别人 说 米线 是 塑料袋 做 的 从来不 吃 米线 的 我 今天 反常 非得 定个 尝一尝 呵呵 命中注定 非得 不让 我 吃   在 小哥 手中 接过 来 的 那 一瞬间   掉 地上 了   摔 了 个 稀碎 ctm ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ ！ 果然 烂泥 扶不上 墙 ！ 这辈子 我 也 不会 再 吃 了   ​,0
下午 我 睡 的 叫 不醒 ， 大哥 自己 出门 偷偷 买包 给 我 惊喜 ， 很 感动 。 想想 以前 的 开心 和 感动 ， 分离 孤单 埋怨 ， 释然 好多 。 就 这样 吧 ， 开心 生活 。 此刻 ， 感谢 奶奶 拉 我 回 现实 ， 你 可以 照顾 我 儿子 ， 但 你 没有 剥夺 我 教育 孩子 的 权利 ， 呵呵 呵 ， 什么 释然 ？ 我 他 妈 结婚 为什么 要 跟 你 妈 天天 生活 在 一起 ！ what   the   fuck ！   ​,0
